priority_rank,section,entry_type,entry_id,sport,competition,event,market_family,market_selection,line_or_alternatives,pricing_tier,odds_status,evidence_quality,confidence,thesis,counter_evidence,line_sensitivity,correlation_tags,optional_superbet_check_priority,why_useful_even_without_odds,what_odds_needed_only_for_price_stake_decision
101,TOP_PARTIALLY_PRICED_ANALYTICAL_CANDIDATES,candidate,cand_092_valorant_g2_esports_vs_nongshim_redforce_2026_07_03t134500_0000_result,valorant,Esports World Cup,G2 Esports vs Nongshim RedForce,result,Match winner - G2 Esports :: G2 Esports,NO_NUMERIC_LINE_REQUIRED,PARTIALLY_PRICED_ANALYTICAL,PARTIALLY_PRICED,MEDIUM,MEDIUM,Use `Match winner - G2 Esports` as a manual Superbet search path for G2 Esports vs Nongshim RedForce; promotion remains quote-review-only until the operator confirms the exact visible line and odds.,"Independent lineup, injury, and referee feeds were not preserved in the upstream artifact set.; The Odds API provenance is auditable but still not event-specific raw bookmaker capture strength.",LOW,valorant_g2_esports_vs_nongshim_redforce_2026_07_03t134500_0000; result,MEDIUM,Analysis is evidence-led and price only gates EV/stake/final coupon.,"Human-entered Superbet market, exact line, decimal odds, timestamp, and correlation gate result."
102,TOP_PARTIALLY_PRICED_ANALYTICAL_CANDIDATES,candidate,cand_094_valorant_mibr_los_vs_global_esports_2026_07_03t110000_0000_result,valorant,Esports World Cup,MIBR LOS vs Global Esports,result,Match winner - MIBR LOS :: MIBR LOS,NO_NUMERIC_LINE_REQUIRED,PARTIALLY_PRICED_ANALYTICAL,PARTIALLY_PRICED,MEDIUM,MEDIUM,Use `Match winner - MIBR LOS` as a manual Superbet search path for MIBR LOS vs Global Esports; promotion remains quote-review-only until the operator confirms the exact visible line and odds.,"Independent lineup, injury, and referee feeds were not preserved in the upstream artifact set.; The Odds API provenance is auditable but still not event-specific raw bookmaker capture strength.",LOW,valorant_mibr_los_vs_global_esports_2026_07_03t110000_0000; result,MEDIUM,Analysis is evidence-led and price only gates EV/stake/final coupon.,"Human-entered Superbet market, exact line, decimal odds, timestamp, and correlation gate result."
103,TOP_PARTIALLY_PRICED_ANALYTICAL_CANDIDATES,candidate,cand_100_valorant_sad_esports_vs_nrg_academy_2026_07_03t200000_0000_result,valorant,North America: Stage 3,SaD Esports vs NRG Academy,result,Match winner - SaD Esports :: SaD Esports,NO_NUMERIC_LINE_REQUIRED,PARTIALLY_PRICED_ANALYTICAL,PARTIALLY_PRICED,MEDIUM,MEDIUM,Use `Match winner - SaD Esports` as a manual Superbet search path for SaD Esports vs NRG Academy; promotion remains quote-review-only until the operator confirms the exact visible line and odds.,"Independent lineup, injury, and referee feeds were not preserved in the upstream artifact set.; The Odds API provenance is auditable but still not event-specific raw bookmaker capture strength.",LOW,valorant_sad_esports_vs_nrg_academy_2026_07_03t200000_0000; result,MEDIUM,Analysis is evidence-led and price only gates EV/stake/final coupon.,"Human-entered Superbet market, exact line, decimal odds, timestamp, and correlation gate result."
104,TOP_PARTIALLY_PRICED_ANALYTICAL_CANDIDATES,candidate,cand_098_valorant_shopify_rebellion_black_vs_evil_geniuses_academy_2026_07_03t230000_0000_result,valorant,North America: Stage 3,Shopify Rebellion Black vs Evil Geniuses Academy,result,Match winner - Shopify Rebellion Black :: Shopify Rebellion Black,NO_NUMERIC_LINE_REQUIRED,PARTIALLY_PRICED_ANALYTICAL,PARTIALLY_PRICED,MEDIUM,MEDIUM,Use `Match winner - Shopify Rebellion Black` as a manual Superbet search path for Shopify Rebellion Black vs Evil Geniuses Academy; promotion remains quote-review-only until the operator confirms the exact visible line and odds.,"Independent lineup, injury, and referee feeds were not preserved in the upstream artifact set.; The Odds API provenance is auditable but still not event-specific raw bookmaker capture strength.",LOW,valorant_shopify_rebellion_black_vs_evil_geniuses_academy_2026_07_03t230000_0000; result,MEDIUM,Analysis is evidence-led and price only gates EV/stake/final coupon.,"Human-entered Superbet market, exact line, decimal odds, timestamp, and correlation gate result."
105,TOP_PARTIALLY_PRICED_ANALYTICAL_CANDIDATES,candidate,cand_096_valorant_team_heretics_vs_ag_al_international_2026_07_03t110000_0000_result,valorant,Esports World Cup,Team Heretics vs AG.AL International,result,Match winner - Team Heretics :: Team Heretics,NO_NUMERIC_LINE_REQUIRED,PARTIALLY_PRICED_ANALYTICAL,PARTIALLY_PRICED,MEDIUM,MEDIUM,Use `Match winner - Team Heretics` as a manual Superbet search path for Team Heretics vs AG.AL International; promotion remains quote-review-only until the operator confirms the exact visible line and odds.,"Independent lineup, injury, and referee feeds were not preserved in the upstream artifact set.; The Odds API provenance is auditable but still not event-specific raw bookmaker capture strength.",LOW,valorant_team_heretics_vs_ag_al_international_2026_07_03t110000_0000; result,MEDIUM,Analysis is evidence-led and price only gates EV/stake/final coupon.,"Human-entered Superbet market, exact line, decimal odds, timestamp, and correlation gate result."
1,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_australia_vs_egypt_2026_07_03t180000_0000,football,International - FIFA World Cup,Australia vs Egypt,CORNERS_CARDS_GOALS,Australia + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_australia_vs_egypt_2026_07_03t180000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
2,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_argentina_vs_cape_verde_2026_07_03t220000_0000,football,International - FIFA World Cup,Argentina vs Cape Verde,CORNERS_CARDS_GOALS,Argentina + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_argentina_vs_cape_verde_2026_07_03t220000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
3,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_sligo_rovers_vs_shamrock_2026_07_03t184500_0000,football,Ireland - Premier Division,Sligo Rovers vs Shamrock,CORNERS_CARDS_GOALS,Sligo Rovers + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_sligo_rovers_vs_shamrock_2026_07_03t184500_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
4,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_yunnan_yukun_vs_henan_2026_07_03t120000_0000,football,China - Chinese Super League,Yunnan Yukun vs Henan,CORNERS_CARDS_GOALS,Yunnan Yukun + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_yunnan_yukun_vs_henan_2026_07_03t120000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
5,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_drogheda_united_vs_bohemians_d_2026_07_03t184500_0000,football,Ireland - Premier Division,Drogheda United vs Bohemians D.,CORNERS_CARDS_GOALS,Drogheda United + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_drogheda_united_vs_bohemians_d_2026_07_03t184500_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
6,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_sirius_vs_mjallby_2026_07_03t170000_0000,football,Sweden - Allsvenskan,Sirius vs Mjallby,CORNERS_CARDS_GOALS,Sirius + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_sirius_vs_mjallby_2026_07_03t170000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
7,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_st_patrick_s_vs_galway_utd_2026_07_03t184500_0000,football,Ireland - Premier Division,St. Patrick´s vs Galway Utd,CORNERS_CARDS_GOALS,St. Patrick´s + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_st_patrick_s_vs_galway_utd_2026_07_03t184500_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
8,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_shelbourne_vs_dundalk_2026_07_03t190000_0000,football,Ireland - Premier Division,Shelbourne vs Dundalk,CORNERS_CARDS_GOALS,Shelbourne + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_shelbourne_vs_dundalk_2026_07_03t190000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
9,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_derry_city_vs_waterford_2026_07_03t184500_0000,football,Ireland - Premier Division,Derry City vs Waterford,CORNERS_CARDS_GOALS,Derry City + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_derry_city_vs_waterford_2026_07_03t184500_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
10,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_hafnarfjordur_vs_stjarnan_2026_07_03t191500_0000,football,Iceland - Efsta deild,Hafnarfjordur vs Stjarnan,CORNERS_CARDS_GOALS,Hafnarfjordur + hdp,NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,football_hafnarfjordur_vs_stjarnan_2026_07_03t191500_0000; goals_totals; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
11,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_wolves_vs_rochedale_2026_07_03t093000_0000,football,Australia - Queensland NPL,Wolves vs Rochedale,CORNERS_CARDS_GOALS,Wolves + hdp,NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,football_wolves_vs_rochedale_2026_07_03t093000_0000; goals_totals; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
12,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_comets_vs_croydon_2026_07_03t110000_0000,football,Australia - South Australia NPL,Comets vs Croydon,CORNERS_CARDS_GOALS,Comets + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_comets_vs_croydon_2026_07_03t110000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
13,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_green_gully_vs_bentleigh_2026_07_03t093000_0000,football,Australia - Victoria NPL,Green Gully vs Bentleigh,CORNERS_CARDS_GOALS,Green Gully + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_green_gully_vs_bentleigh_2026_07_03t093000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
14,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_nomme_united_vs_nomme_united_2026_07_03t160000_0000,football,Estonia - Premium Liiga,Nomme United vs Nomme United,CORNERS_CARDS_GOALS,Nomme United + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_nomme_united_vs_nomme_united_2026_07_03t160000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
15,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_heidelberg_united_vs_st_albans_saints_dinamo_2026_07_03t093000_0000,football,Australia - Victoria NPL,Heidelberg United vs ST Albans Saints Dinamo,CORNERS_CARDS_GOALS,Heidelberg United + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_heidelberg_united_vs_st_albans_saints_dinamo_2026_07_03t093000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
16,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_ir_reykjavik_vs_afturelding_2026_07_03t191500_0000,football,Iceland - 1 deild,IR Reykjavik vs Afturelding,CORNERS_CARDS_GOALS,IR Reykjavik + hdp,NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,football_ir_reykjavik_vs_afturelding_2026_07_03t191500_0000; goals_totals; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
17,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_bray_wanderers_vs_athlone_town_2026_07_03t184500_0000,football,Ireland - First Division,Bray Wanderers vs Athlone Town,CORNERS_CARDS_GOALS,Bray Wanderers + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_bray_wanderers_vs_athlone_town_2026_07_03t184500_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
18,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_loudoun_united_fc_vs_sporting_jax_2026_07_03t233000_0000,football,"USA - USL, Championship",Loudoun United FC vs Sporting Jax,CORNERS_CARDS_GOALS,Loudoun United FC + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_loudoun_united_fc_vs_sporting_jax_2026_07_03t233000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
19,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_football_japs_vs_akatemia_2026_07_03t153000_0000,football,Finland - Ykkosliiga,JaPS vs Akatemia,CORNERS_CARDS_GOALS,JaPS + hdp,NO_NUMERIC_LINE_REQUIRED + 2,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,corners; football_japs_vs_akatemia_2026_07_03t153000_0000; result,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
20,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_safiullin_roman_vs_fonseca_joao_2026_07_03t100000_0000,tennis,"ATP - Wimbledon, London, GB, Qualifying, 1st - 2nd Round","Safiullin, Roman vs Fonseca, Joao",TENNIS_GAMES_SETS,"Safiullin, Roman + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_safiullin_roman_vs_fonseca_joao_2026_07_03t100000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
21,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_alexandrova_ekaterina_vs_jovic_iva_2026_07_03t113000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Alexandrova, Ekaterina vs Jovic, Iva",TENNIS_GAMES_SETS,"Alexandrova, Ekaterina + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_alexandrova_ekaterina_vs_jovic_iva_2026_07_03t113000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
22,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_kasatkina_daria_vs_osaka_naomi_2026_07_03t120000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Kasatkina, Daria vs Osaka, Naomi",TENNIS_GAMES_SETS,"Kasatkina, Daria + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_kasatkina_daria_vs_osaka_naomi_2026_07_03t120000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
23,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_bartunkova_nikola_vs_krejcikova_barbora_2026_07_03t131000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Bartunkova, Nikola vs Krejcikova, Barbora",TENNIS_GAMES_SETS,"Bartunkova, Nikola + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_bartunkova_nikola_vs_krejcikova_barbora_2026_07_03t131000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
24,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_liu_claire_vs_gauff_coco_2026_07_03t145000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Liu, Claire vs Gauff, Coco",TENNIS_GAMES_SETS,"Liu, Claire + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_liu_claire_vs_gauff_coco_2026_07_03t145000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
25,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_jodar_rafael_vs_mochizuki_shintaro_2026_07_03t113000_0000,tennis,"ATP - Wimbledon, London, GB, Qualifying, 1st - 2nd Round","Jodar, Rafael vs Mochizuki, Shintaro",TENNIS_GAMES_SETS,"Jodar, Rafael + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_jodar_rafael_vs_mochizuki_shintaro_2026_07_03t113000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
26,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_davidovich_fokina_alejandro_vs_fucsovics_marton_2026_07_03t124000_0000,tennis,"ATP - Wimbledon, London, GB, Qualifying, 1st - 2nd Round","Davidovich Fokina, Alejandro vs Fucsovics, Marton",TENNIS_GAMES_SETS,"Davidovich Fokina, Alejandro + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_davidovich_fokina_alejandro_vs_fucsovics_marton_2026_07_03t124000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
27,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_sinner_jannik_vs_brooksby_jenson_2026_07_03t131000_0000,tennis,"ATP - Wimbledon, London, GB, Qualifying, 1st - 2nd Round","Sinner, Jannik vs Brooksby, Jenson",TENNIS_GAMES_SETS,"Sinner, Jannik + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_sinner_jannik_vs_brooksby_jenson_2026_07_03t131000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
28,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_pegula_jessica_vs_bouzas_maneiro_jessica_2026_07_03t114000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Pegula, Jessica vs Bouzas Maneiro, Jessica",TENNIS_GAMES_SETS,"Pegula, Jessica + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_pegula_jessica_vs_bouzas_maneiro_jessica_2026_07_03t114000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
29,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_muchova_karolina_vs_sawangkaew_mananchaya_2026_07_03t131000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Muchova, Karolina vs Sawangkaew, Mananchaya",TENNIS_GAMES_SETS,"Muchova, Karolina + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_muchova_karolina_vs_sawangkaew_mananchaya_2026_07_03t131000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
30,TOP_BET_BUILDER_CONCEPT_INPUTS,concept,concept_tennis_sabalenka_aryna_vs_ostapenko_jelena_2026_07_03t141000_0000,tennis,"WTA - Wimbledon, London, Great Britain, Qualifying","Sabalenka, Aryna vs Ostapenko, Jelena",TENNIS_GAMES_SETS,"Sabalenka, Aryna + hdp",NO_NUMERIC_LINE_REQUIRED + 1,OPERATOR_QUOTE_REQUIRED_FOR_BETTABLE,OPERATOR_SCREEN_ONLY,MEDIUM,MEDIUM,Same-event review group combines a line-free anchor with one operator-line-required derivative leg.,A low-event-pace match can break the derivative leg even when the result leg survives.,HIGH,result; tennis_sabalenka_aryna_vs_ostapenko_jelena_2026_07_03t141000_0000; total_games,HIGH,Scenario fit and leg correlation are analytically useful before any combined operator quote.,Visible Superbet Bet Builder combined odds plus exact operator leg lines.
